Funktion;Subfunktion;;;Text;
Gebot;Verbot;;;(2) Maßnahmen zur Verbesserung der Pachtsache hat der Pächter zu dulden, es sei denn, dass die Maßnahme für ihn eine Härte bedeuten würde, die auch unter Würdigung der berechtigten Interessen des Verpächters nicht zu rechtfertigen ist.;
Gebot;Gebot;;;Der Verpächter hat die dem Pächter durch die Maßnahme entstandenen Aufwendungen und entgangenen Erträge in einem den Umständen nach angemessenen Umfang zu ersetzen.;
Gebot;Gebot;;;Auf Verlangen hat der Verpächter Vorschuss zu leisten.;
Recht;Erlaubnis;;;(3) Soweit der Pächter infolge von Maßnahmen nach Absatz 2 Satz 1 höhere Erträge erzielt oder bei ordnungsmäßiger Bewirtschaftung erzielen könnte, kann der Verpächter verlangen, dass der Pächter in eine angemessene Erhöhung der Pacht einwilligt, es sei denn, dass dem Pächter eine Erhöhung der Pacht nach den Verhältnissen des Betriebs nicht zugemutet werden kann.;
RF;Entscheidungskompetenz;;;(4) Über Streitigkeiten nach den Absätzen 1 und 2 entscheidet auf Antrag das Landwirtschaftsgericht.;
Recht;Entscheidungskompetenz;;;Verweigert der Pächter in den Fällen des Absatzes 3 seine Einwilligung, so kann sie das Landwirtschaftsgericht auf Antrag des Verpächters ersetzen.;
Recht;Verbot;;;(1) Der Pächter ist ohne Erlaubnis des Verpächters nicht berechtigt, 1.die Nutzung der Pachtsache einem Dritten zu überlassen, insbesondere die Sache weiter zu verpachten,2.die Pachtsache ganz oder teilweise einem landwirtschaftlichen Zusammenschluss zum Zwecke der gemeinsamen Nutzung zu überlassen.;
Recht;Erlaubnis;;;(1) Der Pächter darf die landwirtschaftliche Bestimmung der Pachtsache nur mit vorheriger Erlaubnis des Verpächters ändern.;
RF;Rechtseigenschaft;;;(2) Zur Änderung der bisherigen Nutzung der Pachtsache ist die vorherige Erlaubnis des Verpächters nur dann erforderlich, wenn durch die Änderung die Art der Nutzung über die Pachtzeit hinaus beeinflusst wird.;
Recht;Erlaubnis;;;Der Pächter darf Gebäude nur mit vorheriger Erlaubnis des Verpächters errichten.;
Recht;Entscheidungskompetenz;;;Verweigert der Verpächter die Erlaubnis, so kann sie auf Antrag des Pächters durch das Landwirtschaftsgericht ersetzt werden, soweit die Änderung zur Erhaltung oder nachhaltigen Verbesserung der Rentabilität des Betriebs geeignet erscheint und dem Verpächter bei Berücksichtigung seiner berechtigten Interessen zugemutet werden kann.;
RF;Ausnahme;;;Dies gilt nicht, wenn der Pachtvertrag gekündigt ist oder das Pachtverhältnis in weniger als drei Jahren endet.;
Recht;Entscheidungskompetenz;;;Das Landwirtschaftsgericht kann die Erlaubnis unter Bedingungen und Auflagen ersetzen, insbesondere eine Sicherheitsleistung anordnen sowie Art und Umfang der Sicherheit bestimmen.;
RF;Entscheidungskompetenz;;;Ist die Veranlassung für die Sicherheitsleistung weggefallen, so entscheidet auf Antrag das Landwirtschaftsgericht über die Rückgabe der Sicherheit.;
Recht;Erlaubnis;;;(3) Hat der Pächter das nach § 582a zum Schätzwert übernommene Inventar im Zusammenhang mit einer Änderung der Nutzung der Pachtsache wesentlich vermindert, so kann der Verpächter schon während der Pachtzeit einen Geldausgleich in entsprechender Anwendung des § 582a Abs. 3 verlangen, es sei denn, dass der Erlös der veräußerten Inventarstücke zu einer zur Höhe des Erlöses in angemessenem Verhältnis stehenden Verbesserung der Pachtsache nach § 591 verwendet worden ist.;
Recht;Erlaubnis;;;Macht der Pächter von der Pachtsache einen vertragswidrigen Gebrauch und setzt er den Gebrauch ungeachtet einer Abmahnung des Verpächters fort, so kann der Verpächter auf Unterlassung klagen.;
Gebot;Gebot;;;Der Verpächter ist verpflichtet, dem Pächter die notwendigen Verwendungen auf die Pachtsache zu ersetzen.;
Gebot;Gebot;;;(1) Andere als notwendige Verwendungen, denen der Verpächter zugestimmt hat, hat er dem Pächter bei Beendigung des Pachtverhältnisses zu ersetzen, soweit die Verwendungen den Wert der Pachtsache über die Pachtzeit hinaus erhöhen (Mehrwert).;
Recht;Entscheidungskompetenz;;;(2) Weigert sich der Verpächter, den Verwendungen zuzustimmen, so kann die Zustimmung auf Antrag des Pächters durch das Landwirtschaftsgericht ersetzt werden, soweit die Verwendungen zur Erhaltung oder nachhaltigen Verbesserung der Rentabilität des Betriebs geeignet sind und dem Verpächter bei Berücksichtigung seiner berechtigten Interessen zugemutet werden können.;
RF;Ausnahme;;;Dies gilt nicht, wenn der Pachtvertrag gekündigt ist oder das Pachtverhältnis in weniger als drei Jahren endet.;
Recht;Entscheidungskompetenz;;;Das Landwirtschaftsgericht kann die Zustimmung unter Bedingungen und Auflagen ersetzen.;
Recht;Erlaubnis;;;(3) Das Landwirtschaftsgericht kann auf Antrag auch über den Mehrwert Bestimmungen treffen und ihn festsetzen.;
Recht;Erlaubnis;;;Es kann bestimmen, dass der Verpächter den Mehrwert nur in Teilbeträgen zu ersetzen hat, und kann Bedingungen für die Bewilligung solcher Teilzahlungen festsetzen.;
Recht;Erlaubnis;;;Ist dem Verpächter ein Ersatz des Mehrwerts bei Beendigung des Pachtverhältnisses auch in Teilbeträgen nicht zuzumuten, so kann der Pächter nur verlangen, dass das Pachtverhältnis zu den bisherigen Bedingungen so lange fortgesetzt wird, bis der Mehrwert der Pachtsache abgegolten ist.;
RF;Entscheidungskompetenz;;;Kommt keine Einigung zustande, so entscheidet auf Antrag das Landwirtschaftsgericht über eine Fortsetzung des Pachtverhältnisses.;
Recht;Erlaubnis;;;Der Pächter ist berechtigt, eine Einrichtung, mit der er die Sache versehen hat, wegzunehmen.;
Recht;Erlaubnis;;;Der Verpächter kann die Ausübung des Wegnahmerechts durch Zahlung einer angemessenen Entschädigung abwenden, es sei denn, dass der Pächter ein berechtigtes Interesse an der Wegnahme hat.;
RF Einwendung;Wirksamkeit beschränkt;;;Eine Vereinbarung, durch die das Wegnahmerecht des Pächters ausgeschlossen wird, ist nur wirksam, wenn ein angemessener Ausgleich vorgesehen ist.;
RF;Rechtseigenschaft;;;(1) Die Ersatzansprüche des Verpächters wegen Veränderung oder Verschlechterung der verpachteten Sache sowie die Ansprüche des Pächters auf Ersatz von Verwendungen oder auf Gestattung der Wegnahme einer Einrichtung verjähren in sechs Monaten.;
RF;Frist;;;(2) Die Verjährung der Ersatzansprüche des Verpächters beginnt mit dem Zeitpunkt, in welchem er die Sache zurückerhält.;
RF;Frist;;;Die Verjährung der Ansprüche des Pächters beginnt mit der Beendigung des Pachtverhältnisses.;
RF;Rechtseigenschaft;;;(3) Mit der Verjährung des Anspruchs des Verpächters auf Rückgabe der Sache verjähren auch die Ersatzansprüche des Verpächters.;
RF;Rechtzuweisung;;;Der Verpächter hat für seine Forderungen aus dem Pachtverhältnis ein Pfandrecht an den eingebrachten Sachen des Pächters sowie an den Früchten der Pachtsache.;
Recht;Verbot;;;Für künftige Entschädigungsforderungen kann das Pfandrecht nicht geltend gemacht werden.;
RF;Rechtseigenschaft;;;Mit Ausnahme der in § 811 Abs. 1 Nr. 4 der Zivilprozessordnung genannten Sachen erstreckt sich das Pfandrecht nicht auf Sachen, die der Pfändung nicht unterworfen sind.;
Verweisung;analog Vorschriftenkomplex;;;Die Vorschriften der §§ 562a bis 562c gelten entsprechend.;
Recht;Erlaubnis;;;(1) Haben sich nach Abschluss des Pachtvertrags die Verhältnisse, die für die Festsetzung der Vertragsleistungen maßgebend waren, nachhaltig so geändert, dass die gegenseitigen Verpflichtungen in ein grobes Missverhältnis zueinander geraten sind, so kann jeder Vertragsteil eine Änderung des Vertrags mit Ausnahme der Pachtdauer verlangen.;
Recht;Verbot;;;Verbessert oder verschlechtert sich infolge der Bewirtschaftung der Pachtsache durch den Pächter deren Ertrag, so kann, soweit nichts anderes vereinbart ist, eine Änderung der Pacht nicht verlangt werden.;
Recht;Erlaubnis;;;(2) Eine Änderung kann frühestens zwei Jahre nach Beginn des Pachtverhältnisses oder nach dem Wirksamwerden der letzten Änderung der Vertragsleistungen verlangt werden.;
RF;Ausnahme;;;Dies gilt nicht, wenn verwüstende Naturereignisse, gegen die ein Versicherungsschutz nicht üblich ist, das Verhältnis der Vertragsleistungen grundlegend und nachhaltig verändert haben.;
Recht;Verbot;;;(3) Die Änderung kann nicht für eine frühere Zeit als für das Pachtjahr verlangt werden, in dem das Änderungsverlangen erklärt wird.;
Recht;Erlaubnis;;;(4) Weigert sich ein Vertragsteil, in eine Änderung des Vertrags einzuwilligen, so kann der andere Teil die Entscheidung des Landwirtschaftsgerichts beantragen.;
Recht;Verbot;;;(5) Auf das Recht, eine Änderung des Vertrags nach den Absätzen 1 bis 4 zu verlangen, kann nicht verzichtet werden.;
RF Einwendung;Unwirksamkeit;;;Eine Vereinbarung, dass einem Vertragsteil besondere Nachteile oder Vorteile erwachsen sollen, wenn er die Rechte nach den Absätzen 1 bis 4 ausübt oder nicht ausübt, ist unwirksam.;
RF;Rechtzuweisung;;;Wird bei der Übergabe eines Betriebs im Wege der vorweggenommenen Erbfolge ein zugepachtetes Grundstück, das der Landwirtschaft dient, mit übergeben, so tritt der Übernehmer anstelle des Pächters in den Pachtvertrag ein.;
Gebot;Gebot;;;Der Verpächter ist von der Betriebsübergabe jedoch unverzüglich zu benachrichtigen.;
Recht;Erlaubnis;;;Ist die ordnungsmäßige Bewirtschaftung der Pachtsache durch den Übernehmer nicht gewährleistet, so ist der Verpächter berechtigt, das Pachtverhältnis außerordentlich mit der gesetzlichen Frist zu kündigen.;
Verweisung;analog Vorschriftenkomplex;;;Wird das verpachtete Grundstück veräußert oder mit dem Recht eines Dritten belastet, so gelten die §§ 566 bis 567b entsprechend.;
RF;Frist;;;Das Pachtverhältnis endet mit dem Ablauf der Zeit, für die es eingegangen ist.;
RF;Rechtseigenschaft;;;Es verlängert sich bei Pachtverträgen, die auf mindestens drei Jahre geschlossen worden sind, auf unbestimmte Zeit, wenn auf die Anfrage eines Vertragsteils, ob der andere Teil zur Fortsetzung des Pachtverhältnisses bereit ist, dieser nicht binnen einer Frist von drei Monaten die Fortsetzung ablehnt.;
RF;Form;;;Die Anfrage und die Ablehnung bedürfen der schriftlichen Form.;
RF Einwendung;Unwirksamkeit;;;Die Anfrage ist ohne Wirkung, wenn in ihr nicht auf die Folge der Nichtbeachtung ausdrücklich hingewiesen wird und wenn sie nicht innerhalb des drittletzten Pachtjahrs gestellt wird.;
Recht;Erlaubnis;;;(1) Ist die Pachtzeit nicht bestimmt, so kann jeder Vertragsteil das Pachtverhältnis spätestens am dritten Werktag eines Pachtjahrs für den Schluss des nächsten Pachtjahrs kündigen.;
RF;Form;;;Die Vereinbarung einer kürzeren Frist bedarf der Schriftform.;
RF Einwendung;Zulässigkeit beschränkt;;;(2) Für die Fälle, in denen das Pachtverhältnis außerordentlich mit der gesetzlichen Frist vorzeitig gekündigt werden kann, ist die Kündigung nur für den Schluss eines Pachtjahrs zulässig.;
Recht;Erlaubnis;;;Wird ein Pachtvertrag für eine längere Zeit als 30 Jahre geschlossen, so kann nach 30 Jahren jeder Vertragsteil das Pachtverhältnis spätestens am dritten Werktag eines Pachtjahrs für den Schluss des nächsten Pachtjahrs kündigen.;
RF Einwendung;Unzulässigkeit;;;Die Kündigung ist nicht zulässig, wenn der Vertrag für die Lebenszeit des Verpächters oder des Pächters geschlossen ist.;
Recht;Erlaubnis;;;Ist der Pächter berufsunfähig im Sinne der Vorschriften der gesetzlichen Rentenversicherung geworden, so kann er das Pachtverhältnis außerordentlich mit der gesetzlichen Frist kündigen, wenn der Verpächter der Überlassung der Pachtsache zur Nutzung an einen Dritten, der eine ordnungsmäßige Bewirtschaftung gewährleistet, widerspricht.;
RF Einwendung;Unwirksamkeit;;;Eine abweichende Vereinbarung ist unwirksam.;
Recht;Erlaubnis;;;(1) Stirbt der Pächter, so sind sowohl seine Erben als auch der Verpächter innerhalb eines Monats, nachdem sie vom Tod des Pächters Kenntnis erlangt haben, berechtigt, das Pachtverhältnis mit einer Frist von sechs Monaten zum Ende eines Kalendervierteljahrs zu kündigen.;
Recht;Erlaubnis;;;(2) Die Erben können der Kündigung des Verpächters widersprechen und die Fortsetzung des Pachtverhältnisses verlangen, wenn die ordnungsmäßige Bewirtschaftung der Pachtsache durch sie oder durch einen von ihnen beauftragten Miterben oder Dritten gewährleistet erscheint.;
Recht;Erlaubnis;;;Der Verpächter kann die Fortsetzung des Pachtverhältnisses ablehnen, wenn die Erben den Widerspruch nicht spätestens drei Monate vor Ablauf des Pachtverhältnisses erklärt und die Umstände mitgeteilt haben, nach denen die weitere ordnungsmäßige Bewirtschaftung der Pachtsache gewährleistet erscheint.;
RF;Form;;;Die Widerspruchserklärung und die Mitteilung bedürfen der schriftlichen Form.;
RF;Entscheidungskompetenz;;;Kommt keine Einigung zustande, so entscheidet auf Antrag das Landwirtschaftsgericht.;
RF Einwendung;Ausschluss;;;(3) Gegenüber einer Kündigung des Verpächters nach Absatz 1 ist ein Fortsetzungsverlangen des Erben nach § 595 ausgeschlossen.;
RF Einwendung;Zulässigkeit beschränkt;;;(1) Die außerordentliche fristlose Kündigung des Pachtverhältnisses ist in entsprechender Anwendung der §§ 543, 569 Abs. 1 und 2 zulässig.;
RF Einwendung;Zulässigkeit beschränkt;;;Ist die Pacht nach Zeitabschnitten von weniger als einem Jahr bemessen, so ist die Kündigung erst zulässig, wenn der Pächter für zwei aufeinander folgende Termine mit der Entrichtung der Pacht oder eines nicht unerheblichen Teils der Pacht in Verzug ist.;
RF;Form;;;Die Kündigung bedarf der schriftlichen Form.;
Recht;Erlaubnis;;;(1) Der Pächter kann vom Verpächter die Fortsetzung des Pachtverhältnisses verlangen, wenn 1.bei einem Betriebspachtverhältnis der Betrieb seine wirtschaftliche Lebensgrundlage bildet,2.bei dem Pachtverhältnis über ein Grundstück der Pächter auf dieses Grundstück zur Aufrechterhaltung seines Betriebs, der seine wirtschaftliche Lebensgrundlage bildet, angewiesen istund die vertragsmäßige Beendigung des Pachtverhältnisses für den Pächter oder seine Familie eine Härte bedeuten würde, die auch unter Würdigung der berechtigten Interessen des Verpächters nicht zu rechtfertigen ist.;
Recht;Erlaubnis;;;Die Fortsetzung kann unter diesen Voraussetzungen wiederholt verlangt werden.;
Recht;Erlaubnis;;;(2) Im Falle des Absatzes 1 kann der Pächter verlangen, dass das Pachtverhältnis so lange fortgesetzt wird, wie dies unter Berücksichtigung aller Umstände angemessen ist.;
Recht;Erlaubnis;;;Ist dem Verpächter nicht zuzumuten, das Pachtverhältnis nach den bisher geltenden Vertragsbedingungen fortzusetzen, so kann der Pächter nur verlangen, dass es unter einer angemessenen Änderung der Bedingungen fortgesetzt wird.;
Recht;Verbot;;;(3) Der Pächter kann die Fortsetzung des Pachtverhältnisses nicht verlangen, wenn 1.er das Pachtverhältnis gekündigt hat,2.der Verpächter zur außerordentlichen fristlosen Kündigung oder im Falle des § 593a zur außerordentlichen Kündigung mit der gesetzlichen Frist berechtigt ist,3.die Laufzeit des Vertrags bei einem Pachtverhältnis über einen Betrieb, der Zupachtung von Grundstücken, durch die ein Betrieb entsteht, oder bei einem Pachtverhältnis über Moor- und Ödland, das vom Pächter kultiviert worden ist, auf mindestens 18 Jahre, bei der Pacht anderer Grundstücke auf mindestens zwölf Jahre vereinbart ist,4.der Verpächter die nur vorübergehend verpachtete Sache in eigene Nutzung nehmen oder zur Erfüllung gesetzlicher oder sonstiger öffentlicher Aufgaben verwenden will.;
RF;Form;;;(4) Die Erklärung des Pächters, mit der er die Fortsetzung des Pachtverhältnisses verlangt, bedarf der schriftlichen Form.;
Gebot;Gebot;;;Auf Verlangen des Verpächters soll der Pächter über die Gründe des Fortsetzungsverlangens unverzüglich Auskunft erteilen.;
Recht;Erlaubnis;;;(5) Der Verpächter kann die Fortsetzung des Pachtverhältnisses ablehnen, wenn der Pächter die Fortsetzung nicht mindestens ein Jahr vor Beendigung des Pachtverhältnisses vom Verpächter verlangt oder auf eine Anfrage des Verpächters nach § 594 die Fortsetzung abgelehnt hat.;
RF;Erlaubnis;;;Ist eine zwölfmonatige oder kürzere Kündigungsfrist vereinbart, so genügt es, wenn das Verlangen innerhalb eines Monats nach Zugang der Kündigung erklärt wird.;
RF;Entscheidungskompetenz;;;(6) Kommt keine Einigung zustande, so entscheidet auf Antrag das Landwirtschaftsgericht über eine Fortsetzung und über die Dauer des Pachtverhältnisses sowie über die Bedingungen, zu denen es fortgesetzt wird.;
Recht;Erlaubnis;;;Das Gericht kann die Fortsetzung des Pachtverhältnisses jedoch nur bis zu einem Zeitpunkt anordnen, der die in Absatz 3 Nr. 3 genannten Fristen, ausgehend vom Beginn des laufenden Pachtverhältnisses, nicht übersteigt.;
Recht;Erlaubnis;;;Die Fortsetzung kann auch auf einen Teil der Pachtsache beschränkt werden.;
Gebot;Gebot;;;(7) Der Pächter hat den Antrag auf gerichtliche Entscheidung spätestens neun Monate vor Beendigung des Pachtverhältnisses und im Falle einer zwölfmonatigen oder kürzeren Kündigungsfrist zwei Monate nach Zugang der Kündigung bei dem Landwirtschaftsgericht zu stellen.;
Recht;Erlaubnis;;;Das Gericht kann den Antrag nachträglich zulassen, wenn es zur Vermeidung einer unbilligen Härte geboten erscheint und der Pachtvertrag noch nicht abgelaufen ist.;
Recht;Erlaubnis;;;(8) Auf das Recht, die Verlängerung eines Pachtverhältnisses nach den Absätzen 1 bis 7 zu verlangen, kann nur verzichtet werden, wenn der Verzicht zur Beilegung eines Pachtstreits vor Gericht oder vor einer berufsständischen Pachtschlichtungsstelle erklärt wird.;
RF Einwendung;Unwirksamkeit;;;Eine Vereinbarung, dass einem Vertragsteil besondere Nachteile oder besondere Vorteile erwachsen sollen, wenn er die Rechte nach den Absätzen 1 bis 7 ausübt oder nicht ausübt, ist unwirksam.;
