Funktion;;;Artikel;Text
Pflicht;;;;(1) Andere als notwendige Verwendungen, denen der Verpächter zugestimmt hat, hat er dem Pächter bei Beendigung des Pachtverhältnisses zu ersetzen, soweit die Verwendungen den Wert der Pachtsache über die Pachtzeit hinaus erhöhen (Mehrwert).
Recht;;;;(2) Weigert sich der Verpächter, den Verwendungen zuzustimmen, so kann die Zustimmung auf Antrag des Pächters durch das Landwirtschaftsgericht ersetzt werden, soweit die Verwendungen zur Erhaltung oder nachhaltigen Verbesserung der Rentabilität des Betriebs geeignet sind und dem Verpächter bei Berücksichtigung seiner berechtigten Interessen zugemutet werden können.
Null;;;;Dies gilt nicht, wenn der Pachtvertrag gekündigt ist oder das Pachtverhältnis in weniger als drei Jahren endet.
Recht;;;;Das Landwirtschaftsgericht kann die Zustimmung unter Bedingungen und Auflagen ersetzen.
Recht;;;;(3) Das Landwirtschaftsgericht kann auf Antrag auch über den Mehrwert Bestimmungen treffen und ihn festsetzen.
Recht;;;;Es kann bestimmen, dass der Verpächter den Mehrwert nur in Teilbeträgen zu ersetzen hat, und kann Bedingungen für die Bewilligung solcher Teilzahlungen festsetzen.
Recht;;;;Ist dem Verpächter ein Ersatz des Mehrwerts bei Beendigung des Pachtverhältnisses auch in Teilbeträgen nicht zuzumuten, so kann der Pächter nur verlangen, dass das Pachtverhältnis zu den bisherigen Bedingungen so lange fortgesetzt wird, bis der Mehrwert der Pachtsache abgegolten ist.
Null;;;;Kommt keine Einigung zustande, so entscheidet auf Antrag das Landwirtschaftsgericht über eine Fortsetzung des Pachtverhältnisses.
Recht;;;;Der Pächter ist berechtigt, eine Einrichtung, mit der er die Sache versehen hat, wegzunehmen.
Recht;;;;Der Verpächter kann die Ausübung des Wegnahmerechts durch Zahlung einer angemessenen Entschädigung abwenden, es sei denn, dass der Pächter ein berechtigtes Interesse an der Wegnahme hat.
Recht;;;;Eine Vereinbarung, durch die das Wegnahmerecht des Pächters ausgeschlossen wird, ist nur wirksam, wenn ein angemessener Ausgleich vorgesehen ist.
Recht;;;;(1) Die Ersatzansprüche des Verpächters wegen Veränderung oder Verschlechterung der verpachteten Sache sowie die Ansprüche des Pächters auf Ersatz von Verwendungen oder auf Gestattung der Wegnahme einer Einrichtung verjähren in sechs Monaten.
Recht;;;;(2) Die Verjährung der Ersatzansprüche des Verpächters beginnt mit dem Zeitpunkt, in welchem er die Sache zurückerhält.
Recht;;;;Die Verjährung der Ansprüche des Pächters beginnt mit der Beendigung des Pachtverhältnisses.
Recht;;;;(3) Mit der Verjährung des Anspruchs des Verpächters auf Rückgabe der Sache verjähren auch die Ersatzansprüche des Verpächters.
Recht;;;;Der Verpächter hat für seine Forderungen aus dem Pachtverhältnis ein Pfandrecht an den eingebrachten Sachen des Pächters sowie an den Früchten der Pachtsache.
Pflicht;;;;Für künftige Entschädigungsforderungen kann das Pfandrecht nicht geltend gemacht werden.
Recht;;;;Mit Ausnahme der in § 811 Abs. 1 Nr. 4 der Zivilprozessordnung genannten Sachen erstreckt sich das Pfandrecht nicht auf Sachen, die der Pfändung nicht unterworfen sind.
Null;;;;Die Vorschriften der §§ 562a bis 562c gelten entsprechend.
Recht;;;;(1) Haben sich nach Abschluss des Pachtvertrags die Verhältnisse, die für die Festsetzung der Vertragsleistungen maßgebend waren, nachhaltig so geändert, dass die gegenseitigen Verpflichtungen in ein grobes Missverhältnis zueinander geraten sind, so kann jeder Vertragsteil eine Änderung des Vertrags mit Ausnahme der Pachtdauer verlangen.
Pflicht;;;;Verbessert oder verschlechtert sich infolge der Bewirtschaftung der Pachtsache durch den Pächter deren Ertrag, so kann, soweit nichts anderes vereinbart ist, eine Änderung der Pacht nicht verlangt werden.
Recht;;;;(2) Eine Änderung kann frühestens zwei Jahre nach Beginn des Pachtverhältnisses oder nach dem Wirksamwerden der letzten Änderung der Vertragsleistungen verlangt werden.
Null;;;;Dies gilt nicht, wenn verwüstende Naturereignisse, gegen die ein Versicherungsschutz nicht üblich ist, das Verhältnis der Vertragsleistungen grundlegend und nachhaltig verändert haben.
Pflicht;;;;(3) Die Änderung kann nicht für eine frühere Zeit als für das Pachtjahr verlangt werden, in dem das Änderungsverlangen erklärt wird.
Recht;;;;(4) Weigert sich ein Vertragsteil, in eine Änderung des Vertrags einzuwilligen, so kann der andere Teil die Entscheidung des Landwirtschaftsgerichts beantragen.
Pflicht;;;;(5) Auf das Recht, eine Änderung des Vertrags nach den Absätzen 1 bis 4 zu verlangen, kann nicht verzichtet werden.
Recht;;;;Eine Vereinbarung, dass einem Vertragsteil besondere Nachteile oder Vorteile erwachsen sollen, wenn er die Rechte nach den Absätzen 1 bis 4 ausübt oder nicht ausübt, ist unwirksam.
Null;;;;Wird bei der Übergabe eines Betriebs im Wege der vorweggenommenen Erbfolge ein zugepachtetes Grundstück, das der Landwirtschaft dient, mit übergeben, so tritt der Übernehmer anstelle des Pächters in den Pachtvertrag ein.
Pflicht;;;;Der Verpächter ist von der Betriebsübergabe jedoch unverzüglich zu benachrichtigen.
Recht;;;;Ist die ordnungsmäßige Bewirtschaftung der Pachtsache durch den Übernehmer nicht gewährleistet, so ist der Verpächter berechtigt, das Pachtverhältnis außerordentlich mit der gesetzlichen Frist zu kündigen.
Null;;;;Wird das verpachtete Grundstück veräußert oder mit dem Recht eines Dritten belastet, so gelten die §§ 566 bis 567b entsprechend.
Null;;;;Das Pachtverhältnis endet mit dem Ablauf der Zeit, für die es eingegangen ist.
Null;;;;Es verlängert sich bei Pachtverträgen, die auf mindestens drei Jahre geschlossen worden sind, auf unbestimmte Zeit, wenn auf die Anfrage eines Vertragsteils, ob der andere Teil zur Fortsetzung des Pachtverhältnisses bereit ist, dieser nicht binnen einer Frist von drei Monaten die Fortsetzung ablehnt.
Recht;;;;Die Anfrage und die Ablehnung bedürfen der schriftlichen Form.
Null;;;;Die Anfrage ist ohne Wirkung, wenn in ihr nicht auf die Folge der Nichtbeachtung ausdrücklich hingewiesen wird und wenn sie nicht innerhalb des drittletzten Pachtjahrs gestellt wird.
Recht;;;;(1) Ist die Pachtzeit nicht bestimmt, so kann jeder Vertragsteil das Pachtverhältnis spätestens am dritten Werktag eines Pachtjahrs für den Schluss des nächsten Pachtjahrs kündigen.
Null;;;;Im Zweifel gilt das Kalenderjahr als Pachtjahr.
Recht;;;;Die Vereinbarung einer kürzeren Frist bedarf der Schriftform.
Recht;;;;(2) Für die Fälle, in denen das Pachtverhältnis außerordentlich mit der gesetzlichen Frist vorzeitig gekündigt werden kann, ist die Kündigung nur für den Schluss eines Pachtjahrs zulässig
Recht;;;;Wird ein Pachtvertrag für eine längere Zeit als 30 Jahre geschlossen, so kann nach 30 Jahren jeder Vertragsteil das Pachtverhältnis spätestens am dritten Werktag eines Pachtjahrs für den Schluss des nächsten Pachtjahrs kündigen.
Recht;;;;Die Kündigung ist nicht zulässig, wenn der Vertrag für die Lebenszeit des Verpächters oder des Pächters geschlossen ist.
Recht;;;;Ist der Pächter berufsunfähig im Sinne der Vorschriften der gesetzlichen Rentenversicherung geworden, so kann er das Pachtverhältnis außerordentlich mit der gesetzlichen Frist kündigen, wenn der Verpächter der Überlassung der Pachtsache zur Nutzung an einen Dritten, der eine ordnungsmäßige Bewirtschaftung gewährleistet, widerspricht.
Recht;;;;Eine abweichende Vereinbarung ist unwirksam.
Recht;;;;(1) Stirbt der Pächter, so sind sowohl seine Erben als auch der Verpächter innerhalb eines Monats, nachdem sie vom Tod des Pächters Kenntnis erlangt haben, berechtigt, das Pachtverhältnis mit einer Frist von sechs Monaten zum Ende eines Kalendervierteljahrs zu kündigen.
Recht;;;;(2) Die Erben können der Kündigung des Verpächters widersprechen und die Fortsetzung des Pachtverhältnisses verlangen, wenn die ordnungsmäßige Bewirtschaftung der Pachtsache durch sie oder durch einen von ihnen beauftragten Miterben oder Dritten gewährleistet erscheint.
Recht;;;;Der Verpächter kann die Fortsetzung des Pachtverhältnisses ablehnen, wenn die Erben den Widerspruch nicht spätestens drei Monate vor Ablauf des Pachtverhältnisses erklärt und die Umstände mitgeteilt haben, nach denen die weitere ordnungsmäßige Bewirtschaftung der Pachtsache gewährleistet erscheint.
Recht;;;;Die Widerspruchserklärung und die Mitteilung bedürfen der schriftlichen Form.
Null;;;;Kommt keine Einigung zustande, so entscheidet auf Antrag das Landwirtschaftsgericht.
Recht;;;;(3) Gegenüber einer Kündigung des Verpächters nach Absatz 1 ist ein Fortsetzungsverlangen des Erben nach § 595 ausgeschlossen.
Recht;;;;(1) Die außerordentliche fristlose Kündigung des Pachtverhältnisses ist in entsprechender Anwendung der §§ 543, 569 Abs. 1 und 2 zulässig.
Null;;;;(2) Abweichend von § 543 Abs. 2 Nr. 3 Buchstabe a und b liegt ein wichtiger Grund insbesondere vor, wenn der Pächter mit der Entrichtung der Pacht oder eines nicht unerheblichen Teils der Pacht länger als drei Monate in Verzug ist.
Recht;;;;Ist die Pacht nach Zeitabschnitten von weniger als einem Jahr bemessen, so ist die Kündigung erst zulässig, wenn der Pächter für zwei aufeinander folgende Termine mit der Entrichtung der Pacht oder eines nicht unerheblichen Teils der Pacht in Verzug ist.
Recht;;;;Die Kündigung bedarf der schriftlichen Form.
Recht;;;;(1) Der Pächter kann vom Verpächter die Fortsetzung des Pachtverhältnisses verlangen, wenn 1.bei einem Betriebspachtverhältnis der Betrieb seine wirtschaftliche Lebensgrundlage bildet,2.bei dem Pachtverhältnis über ein Grundstück der Pächter auf dieses Grundstück zur Aufrechterhaltung seines Betriebs, der seine wirtschaftliche Lebensgrundlage bildet, angewiesen istund die vertragsmäßige Beendigung des Pachtverhältnisses für den Pächter oder seine Familie eine Härte bedeuten würde, die auch unter Würdigung der berechtigten Interessen des Verpächters nicht zu rechtfertigen ist.
Recht;;;;Die Fortsetzung kann unter diesen Voraussetzungen wiederholt verlangt werden.
Recht;;;;(2) Im Falle des Absatzes 1 kann der Pächter verlangen, dass das Pachtverhältnis so lange fortgesetzt wird, wie dies unter Berücksichtigung aller Umstände angemessen ist.
Recht;;;;Ist dem Verpächter nicht zuzumuten, das Pachtverhältnis nach den bisher geltenden Vertragsbedingungen fortzusetzen, so kann der Pächter nur verlangen, dass es unter einer angemessenen Änderung der Bedingungen fortgesetzt wird.
Pflicht;;;;(3) Der Pächter kann die Fortsetzung des Pachtverhältnisses nicht verlangen, wenn 1.er das Pachtverhältnis gekündigt hat,2.der Verpächter zur außerordentlichen fristlosen Kündigung oder im Falle des § 593a zur außerordentlichen Kündigung mit der gesetzlichen Frist berechtigt ist,3.die Laufzeit des Vertrags bei einem Pachtverhältnis über einen Betrieb, der Zupachtung von Grundstücken, durch die ein Betrieb entsteht, oder bei einem Pachtverhältnis über Moor- und Ödland, das vom Pächter kultiviert worden ist, auf mindestens 18 Jahre, bei der Pacht anderer Grundstücke auf mindestens zwölf Jahre vereinbart ist,4.der Verpächter die nur vorübergehend verpachtete Sache in eigene Nutzung nehmen oder zur Erfüllung gesetzlicher oder sonstiger öffentlicher Aufgaben verwenden will.
Recht;;;;(4) Die Erklärung des Pächters, mit der er die Fortsetzung des Pachtverhältnisses verlangt, bedarf der schriftlichen Form.
Pflicht;;;;Auf Verlangen des Verpächters soll der Pächter über die Gründe des Fortsetzungsverlangens unverzüglich Auskunft erteilen.
Recht;;;;(5) Der Verpächter kann die Fortsetzung des Pachtverhältnisses ablehnen, wenn der Pächter die Fortsetzung nicht mindestens ein Jahr vor Beendigung des Pachtverhältnisses vom Verpächter verlangt oder auf eine Anfrage des Verpächters nach § 594 die Fortsetzung abgelehnt hat.
Recht;;;;Ist eine zwölfmonatige oder kürzere Kündigungsfrist vereinbart, so genügt es, wenn das Verlangen innerhalb eines Monats nach Zugang der Kündigung erklärt wird.
Null;;;;(6) Kommt keine Einigung zustande, so entscheidet auf Antrag das Landwirtschaftsgericht über eine Fortsetzung und über die Dauer des Pachtverhältnisses sowie über die Bedingungen, zu denen es fortgesetzt wird.
Recht;;;;Das Gericht kann die Fortsetzung des Pachtverhältnisses jedoch nur bis zu einem Zeitpunkt anordnen, der die in Absatz 3 Nr. 3 genannten Fristen, ausgehend vom Beginn des laufenden Pachtverhältnisses, nicht übersteigt.
Recht;;;;Die Fortsetzung kann auch auf einen Teil der Pachtsache beschränkt werden.
Pflicht;;;;(7) Der Pächter hat den Antrag auf gerichtliche Entscheidung spätestens neun Monate vor Beendigung des Pachtverhältnisses und im Falle einer zwölfmonatigen oder kürzeren Kündigungsfrist zwei Monate nach Zugang der Kündigung bei dem Landwirtschaftsgericht zu stellen.
Recht;;;;Das Gericht kann den Antrag nachträglich zulassen, wenn es zur Vermeidung einer unbilligen Härte geboten erscheint und der Pachtvertrag noch nicht abgelaufen ist.
Recht;;;;(8) Auf das Recht, die Verlängerung eines Pachtverhältnisses nach den Absätzen 1 bis 7 zu verlangen, kann nur verzichtet werden, wenn der Verzicht zur Beilegung eines Pachtstreits vor Gericht oder vor einer berufsständischen Pachtschlichtungsstelle erklärt wird.
Recht;;;;Eine Vereinbarung, dass einem Vertragsteil besondere Nachteile oder besondere Vorteile erwachsen sollen, wenn er die Rechte nach den Absätzen 1 bis 7 ausübt oder nicht ausübt, ist unwirksam.
