Funktion;Text
Permission;Ist der Pächter berufsunfähig im Sinne der Vorschriften der gesetzlichen Rentenversicherung geworden, so kann er das Pachtverhältnis außerordentlich mit der gesetzlichen Frist kündigen, wenn der Verpächter der Überlassung der Pachtsache zur Nutzung an einen Dritten, der eine ordnungsmäßige Bewirtschaftung gewährleistet, widerspricht.
Objection;Eine abweichende Vereinbarung ist unwirksam.
Permission;(1) Stirbt der Pächter, so sind sowohl seine Erben als auch der Verpächter innerhalb eines Monats, nachdem sie vom Tod des Pächters Kenntnis erlangt haben, berechtigt, das Pachtverhältnis mit einer Frist von sechs Monaten zum Ende eines Kalendervierteljahrs zu kündigen.
Permission;(2) Die Erben können der Kündigung des Verpächters widersprechen und die Fortsetzung des Pachtverhältnisses verlangen, wenn die ordnungsmäßige Bewirtschaftung der Pachtsache durch sie oder durch einen von ihnen beauftragten Miterben oder Dritten gewährleistet erscheint.
Permission;Der Verpächter kann die Fortsetzung des Pachtverhältnisses ablehnen, wenn die Erben den Widerspruch nicht spätestens drei Monate vor Ablauf des Pachtverhältnisses erklärt und die Umstände mitgeteilt haben, nach denen die weitere ordnungsmäßige Bewirtschaftung der Pachtsache gewährleistet erscheint.
Consequence;Die Widerspruchserklärung und die Mitteilung bedürfen der schriftlichen Form.
Consequence;Kommt keine Einigung zustande, so entscheidet auf Antrag das Landwirtschaftsgericht.
Objection;(3) Gegenüber einer Kündigung des Verpächters nach Absatz 1 ist ein Fortsetzungsverlangen des Erben nach § 595 ausgeschlossen.
Objection;(1) Die außerordentliche fristlose Kündigung des Pachtverhältnisses ist in entsprechender Anwendung der §§ 543, 569 Abs. 1 und 2 zulässig.
Objection;Ist die Pacht nach Zeitabschnitten von weniger als einem Jahr bemessen, so ist die Kündigung erst zulässig, wenn der Pächter für zwei aufeinander folgende Termine mit der Entrichtung der Pacht oder eines nicht unerheblichen Teils der Pacht in Verzug ist.
Consequence;Die Kündigung bedarf der schriftlichen Form.
Permission;(1) Der Pächter kann vom Verpächter die Fortsetzung des Pachtverhältnisses verlangen, wenn 1.bei einem Betriebspachtverhältnis der Betrieb seine wirtschaftliche Lebensgrundlage bildet,2.bei dem Pachtverhältnis über ein Grundstück der Pächter auf dieses Grundstück zur Aufrechterhaltung seines Betriebs, der seine wirtschaftliche Lebensgrundlage bildet, angewiesen istund die vertragsmäßige Beendigung des Pachtverhältnisses für den Pächter oder seine Familie eine Härte bedeuten würde, die auch unter Würdigung der berechtigten Interessen des Verpächters nicht zu rechtfertigen ist.
Permission;Die Fortsetzung kann unter diesen Voraussetzungen wiederholt verlangt werden.
Permission;(2) Im Falle des Absatzes 1 kann der Pächter verlangen, dass das Pachtverhältnis so lange fortgesetzt wird, wie dies unter Berücksichtigung aller Umstände angemessen ist.
Permission;Ist dem Verpächter nicht zuzumuten, das Pachtverhältnis nach den bisher geltenden Vertragsbedingungen fortzusetzen, so kann der Pächter nur verlangen, dass es unter einer angemessenen Änderung der Bedingungen fortgesetzt wird.
Prohibition;(3) Der Pächter kann die Fortsetzung des Pachtverhältnisses nicht verlangen, wenn 1.er das Pachtverhältnis gekündigt hat,2.der Verpächter zur außerordentlichen fristlosen Kündigung oder im Falle des § 593a zur außerordentlichen Kündigung mit der gesetzlichen Frist berechtigt ist,3.die Laufzeit des Vertrags bei einem Pachtverhältnis über einen Betrieb, der Zupachtung von Grundstücken, durch die ein Betrieb entsteht, oder bei einem Pachtverhältnis über Moor- und Ödland, das vom Pächter kultiviert worden ist, auf mindestens 18 Jahre, bei der Pacht anderer Grundstücke auf mindestens zwölf Jahre vereinbart ist,4.der Verpächter die nur vorübergehend verpachtete Sache in eigene Nutzung nehmen oder zur Erfüllung gesetzlicher oder sonstiger öffentlicher Aufgaben verwenden will.
Consequence;(4) Die Erklärung des Pächters, mit der er die Fortsetzung des Pachtverhältnisses verlangt, bedarf der schriftlichen Form.
Duty;Auf Verlangen des Verpächters soll der Pächter über die Gründe des Fortsetzungsverlangens unverzüglich Auskunft erteilen.
Permission;(5) Der Verpächter kann die Fortsetzung des Pachtverhältnisses ablehnen, wenn der Pächter die Fortsetzung nicht mindestens ein Jahr vor Beendigung des Pachtverhältnisses vom Verpächter verlangt oder auf eine Anfrage des Verpächters nach § 594 die Fortsetzung abgelehnt hat.
Consequence;Ist eine zwölfmonatige oder kürzere Kündigungsfrist vereinbart, so genügt es, wenn das Verlangen innerhalb eines Monats nach Zugang der Kündigung erklärt wird.
Consequence;(6) Kommt keine Einigung zustande, so entscheidet auf Antrag das Landwirtschaftsgericht über eine Fortsetzung und über die Dauer des Pachtverhältnisses sowie über die Bedingungen, zu denen es fortgesetzt wird.
Permission;Das Gericht kann die Fortsetzung des Pachtverhältnisses jedoch nur bis zu einem Zeitpunkt anordnen, der die in Absatz 3 Nr. 3 genannten Fristen, ausgehend vom Beginn des laufenden Pachtverhältnisses, nicht übersteigt.
Permission;Die Fortsetzung kann auch auf einen Teil der Pachtsache beschränkt werden.
Duty;(7) Der Pächter hat den Antrag auf gerichtliche Entscheidung spätestens neun Monate vor Beendigung des Pachtverhältnisses und im Falle einer zwölfmonatigen oder kürzeren Kündigungsfrist zwei Monate nach Zugang der Kündigung bei dem Landwirtschaftsgericht zu stellen.
Permission;Das Gericht kann den Antrag nachträglich zulassen, wenn es zur Vermeidung einer unbilligen Härte geboten erscheint und der Pachtvertrag noch nicht abgelaufen ist.
Permission;(8) Auf das Recht, die Verlängerung eines Pachtverhältnisses nach den Absätzen 1 bis 7 zu verlangen, kann nur verzichtet werden, wenn der Verzicht zur Beilegung eines Pachtstreits vor Gericht oder vor einer berufsständischen Pachtschlichtungsstelle erklärt wird.
Objection;Eine Vereinbarung, dass einem Vertragsteil besondere Nachteile oder besondere Vorteile erwachsen sollen, wenn er die Rechte nach den Absätzen 1 bis 7 ausübt oder nicht ausübt, ist unwirksam.
Indemnity;Veränderungen oder Verschlechterungen der Mietsache, die durch den vertragsgemäßen Gebrauch herbeigeführt werden, hat der Mieter nicht zu vertreten.
Indemnity;Veränderungen oder Verschlechterungen der Mietsache, die durch den vertragsgemäßen Gebrauch herbeigeführt werden, hat der Mieter nicht zu vertreten.
Duty;(2) Überlässt der Mieter den Gebrauch einem Dritten, so hat er ein dem Dritten bei dem Gebrauch zur Last fallendes Verschulden zu vertreten, auch wenn der Vermieter die Erlaubnis zur Überlassung erteilt hat.
Definition;(2) Ein wichtiger Grund liegt insbesondere vor, wenn 1.dem Mieter der vertragsgemäße Gebrauch der Mietsache ganz oder zum Teil nicht rechtzeitig gewährt oder wieder entzogen wird, 2.der Mieter die Rechte des Vermieters dadurch in erheblichem Maße verletzt, dass er die Mietsache durch Vernachlässigung der ihm obliegenden Sorgfalt erheblich gefährdet oder sie unbefugt einem Dritten überlässt oder 3.der Mietera)für zwei aufeinander folgende Termine mit der Entrichtung der Miete oder eines nicht unerheblichen Teils der Miete in Verzug ist oder b)in einem Zeitraum, der sich über mehr als zwei Termine erstreckt, mit der Entrichtung der Miete in Höhe eines Betrages in Verzug ist, der die Miete für zwei Monate erreicht.
Reference;(2) Die Vorschriften über die Miethöhe bei Mietbeginn in Gebieten mit angespannten Wohnungsmärkten (§§ 556d bis 556g), über die Mieterhöhung (§§ 557 bis 561) und über den Mieterschutz bei Beendigung des Mietverhältnisses sowie bei der Begründung von Wohnungseigentum (§ 568 Abs. 2, §§ 573, 573a, 573d Abs. 1, §§ 574 bis 575, 575a Abs. 1 und §§ 577, 577a) gelten nicht für Mietverhältnisse über 1.Wohnraum, der nur zum vorübergehenden Gebrauch vermietet ist,2.Wohnraum, der Teil der vom Vermieter selbst bewohnten Wohnung ist und den der Vermieter überwiegend mit Einrichtungsgegenständen auszustatten hat, sofern der Wohnraum dem Mieter nicht zum dauernden Gebrauch mit seiner Familie oder mit Personen überlassen ist, mit denen er einen auf Dauer angelegten gemeinsamen Haushalt führt,3.Wohnraum, den eine juristische Person des öffentlichen Rechts oder ein anerkannter privater Träger der Wohlfahrtspflege angemietet hat, um ihn Personen mit dringendem Wohnungsbedarf zu überlassen, wenn sie den Mieter bei Vertragsschluss auf die Zweckbestimmung des Wohnraums und die Ausnahme von den genannten Vorschriften hingewiesen hat.
Reference;(2) Die Vorschriften über die Miethöhe bei Mietbeginn in Gebieten mit angespannten Wohnungsmärkten (§§ 556d bis 556g), über die Mieterhöhung (§§ 557 bis 561) und über den Mieterschutz bei Beendigung des Mietverhältnisses sowie bei der Begründung von Wohnungseigentum (§ 568 Abs. 2, §§ 573, 573a, 573d Abs. 1, §§ 574 bis 575, 575a Abs. 1 und §§ 577, 577a) gelten nicht für Mietverhältnisse über 1.Wohnraum, der nur zum vorübergehenden Gebrauch vermietet ist,2.Wohnraum, der Teil der vom Vermieter selbst bewohnten Wohnung ist und den der Vermieter überwiegend mit Einrichtungsgegenständen auszustatten hat, sofern der Wohnraum dem Mieter nicht zum dauernden Gebrauch mit seiner Familie oder mit Personen überlassen ist, mit denen er einen auf Dauer angelegten gemeinsamen Haushalt führt,3.Wohnraum, den eine juristische Person des öffentlichen Rechts oder ein anerkannter privater Träger der Wohlfahrtspflege angemietet hat, um ihn Personen mit dringendem Wohnungsbedarf zu überlassen, wenn sie den Mieter bei Vertragsschluss auf die Zweckbestimmung des Wohnraums und die Ausnahme von den genannten Vorschriften hingewiesen hat.
Reference;(2) Die Vorschriften über die Miethöhe bei Mietbeginn in Gebieten mit angespannten Wohnungsmärkten (§§ 556d bis 556g), über die Mieterhöhung (§§ 557 bis 561) und über den Mieterschutz bei Beendigung des Mietverhältnisses sowie bei der Begründung von Wohnungseigentum (§ 568 Abs. 2, §§ 573, 573a, 573d Abs. 1, §§ 574 bis 575, 575a Abs. 1 und §§ 577, 577a) gelten nicht für Mietverhältnisse über 1.Wohnraum, der nur zum vorübergehenden Gebrauch vermietet ist,2.Wohnraum, der Teil der vom Vermieter selbst bewohnten Wohnung ist und den der Vermieter überwiegend mit Einrichtungsgegenständen auszustatten hat, sofern der Wohnraum dem Mieter nicht zum dauernden Gebrauch mit seiner Familie oder mit Personen überlassen ist, mit denen er einen auf Dauer angelegten gemeinsamen Haushalt führt,3.Wohnraum, den eine juristische Person des öffentlichen Rechts oder ein anerkannter privater Träger der Wohlfahrtspflege angemietet hat, um ihn Personen mit dringendem Wohnungsbedarf zu überlassen, wenn sie den Mieter bei Vertragsschluss auf die Zweckbestimmung des Wohnraums und die Ausnahme von den genannten Vorschriften hingewiesen hat.
Reference;(3) Für Wohnraum in einem Studenten- oder Jugendwohnheim gelten die §§ 556d bis 561 sowie die §§ 573, 573a, 573d Abs. 1 und §§ 575, 575a Abs. 1, §§ 577, 577a nicht.
Consequence;Wird der Mietvertrag für längere Zeit als ein Jahr nicht in schriftlicher Form geschlossen, so gilt er für unbestimmte Zeit.
Duty;Die Modernisierungsankündigung muss Angaben enthalten über: 1.die Art und den voraussichtlichen Umfang der Modernisierungsmaßnahme in wesentlichen Zügen,2.den voraussichtlichen Beginn und die voraussichtliche Dauer der Modernisierungsmaßnahme,3.den Betrag der zu erwartenden Mieterhöhung, sofern eine Erhöhung nach § 559 verlangt werden soll, sowie die voraussichtlichen künftigen Betriebskosten.
Consequence;"Die zu erwartende Mieterhöhung sowie die voraussichtlichen künftigen Betriebskosten bleiben bei der Abwägung im Rahmen der Duldungspflicht außer Betracht; sie sind nur nach § 559 Absatz 4 und 5 bei einer Mieterhöhung zu berücksichtigen."
Duty;"(3) Über die Vorauszahlungen für Betriebskosten ist jährlich abzurechnen; dabei ist der Grundsatz der Wirtschaftlichkeit zu beachten."
Indemnity;Der Vermieter ist zu Teilabrechnungen nicht verpflichtet.
Permission;(1) Wird ein Mietvertrag über Wohnraum abgeschlossen, der in einem durch Rechtsverordnung nach Absatz 2 bestimmten Gebiet mit einem angespannten Wohnungsmarkt liegt, so darf die Miete zu Beginn des Mietverhältnisses die ortsübliche Vergleichsmiete (§ 558 Absatz 2) höchstens um 10 Prozent übersteigen.
Continuation;Dies kann insbesondere dann der Fall sein, wenn 1.die Mieten deutlich stärker steigen als im bundesweiten Durchschnitt,2.die durchschnittliche Mietbelastung der Haushalte den bundesweiten Durchschnitt deutlich übersteigt,3.die Wohnbevölkerung wächst, ohne dass durch Neubautätigkeit insoweit erforderlicher Wohnraum geschaffen wird, oder4.geringer Leerstand bei großer Nachfrage besteht.
Duty;Eine Rechtsverordnung nach Satz 1 muss spätestens am 31. Dezember 2020 in Kraft treten.
Duty;Sie muss begründet werden.
Duty;Aus der Begründung muss sich ergeben, auf Grund welcher Tatsachen ein Gebiet mit einem angespannten Wohnungsmarkt im Einzelfall vorliegt.
Duty;Ferner muss sich aus der Begründung ergeben, welche Maßnahmen die Landesregierung in dem nach Satz 1 durch die Rechtsverordnung jeweils bestimmten Gebiet und Zeitraum ergreifen wird, um Abhilfe zu schaffen.
Permission;(1) Ist die Miete, die der vorherige Mieter zuletzt schuldete (Vormiete), höher als die nach § 556d Absatz 1 zulässige Miete, so darf eine Miete bis zur Höhe der Vormiete vereinbart werden.
Permission;(2) Hat der Vermieter in den letzten drei Jahren vor Beginn des Mietverhältnisses Modernisierungsmaßnahmen im Sinne des § 555b durchgeführt, so darf die nach § 556d Absatz 1 zulässige Miete um den Betrag überschritten werden, der sich bei einer Mieterhöhung nach § 559 Absatz 1 bis 3 und § 559a Absatz 1 bis 4 ergäbe.
Reference;§ 556d ist nicht anzuwenden auf eine Wohnung, die nach dem 1. Oktober 2014 erstmals genutzt und vermietet wird.
Reference;Die §§ 556d und 556e sind nicht anzuwenden auf die erste Vermietung nach umfassender Modernisierung.
Continuation;Für Vereinbarungen über die Miethöhe bei Mietbeginn gilt dies nur, soweit die zulässige Miete überschritten wird.
Duty;Der Vermieter hat dem Mieter zu viel gezahlte Miete nach den Vorschriften über die Herausgabe einer ungerechtfertigten Bereicherung herauszugeben.
Reference;Die §§ 814 und 817 Satz 2 sind nicht anzuwenden.
Permission;(2) Der Mieter kann von dem Vermieter eine nach den §§ 556d und 556e nicht geschuldete Miete nur zurückverlangen, wenn er einen Verstoß gegen die Vorschriften dieses Unterkapitels gerügt hat und die zurückverlangte Miete nach Zugang der Rüge fällig geworden ist.
Duty;Die Rüge muss die Tatsachen enthalten, auf denen die Beanstandung der vereinbarten Miete beruht.
Duty;(3) Der Vermieter ist auf Verlangen des Mieters verpflichtet, Auskunft über diejenigen Tatsachen zu erteilen, die für die Zulässigkeit der vereinbarten Miete nach den Vorschriften dieses Unterkapitels maßgeblich sind, soweit diese Tatsachen nicht allgemein zugänglich sind und der Vermieter hierüber unschwer Auskunft geben kann.
Reference;Für die Auskunft über Modernisierungsmaßnahmen (§ 556e Absatz 2) gilt § 559b Absatz 1 Satz 2 und 3 entsprechend.
Consequence;(4) Sämtliche Erklärungen nach den Absätzen 2 und 3 bedürfen der Textform.
Permission;"(1) Die Miete kann für bestimmte Zeiträume in unterschiedlicher Höhe schriftlich vereinbart werden; in der Vereinbarung ist die jeweilige Miete oder die jeweilige Erhöhung in einem Geldbetrag auszuweisen (Staffelmiete)."
Reference;(4) Die §§ 556d bis 556g sind auf jede Mietstaffel anzuwenden.
Reference;(4) Die §§ 556d bis 556g sind nur auf die Ausgangsmiete einer Indexmietvereinbarung anzuwenden.
Consequence;"(2) Kosten, die für Erhaltungsmaßnahmen erforderlich gewesen wären, gehören nicht zu den aufgewendeten Kosten nach Absatz 1; sie sind, soweit erforderlich, durch Schätzung zu ermitteln."
Consequence;(1) Kosten, die vom Mieter oder für diesen von einem Dritten übernommen oder die mit Zuschüssen aus öffentlichen Haushalten gedeckt werden, gehören nicht zu den aufgewendeten Kosten im Sinne des § 559.(2) Werden die Kosten für die Modernisierungsmaßnahmen ganz oder teilweise durch zinsverbilligte oder zinslose Darlehen aus öffentlichen Haushalten gedeckt, so verringert sich der Erhöhungsbetrag nach § 559 um den Jahresbetrag der Zinsermäßigung.
Consequence;(1) Der Ehegatte oder Lebenspartner, der mit dem Mieter einen gemeinsamen Haushalt führt, tritt mit dem Tod des Mieters in das Mietverhältnis ein.
Consequence;(2) Leben in dem gemeinsamen Haushalt Kinder des Mieters, treten diese mit dem Tod des Mieters in das Mietverhältnis ein, wenn nicht der Ehegatte oder Lebenspartner eintritt.
Consequence;(3) Erklären eingetretene Personen im Sinne des Absatzes 1 oder 2 innerhalb eines Monats, nachdem sie vom Tod des Mieters Kenntnis erlangt haben, dem Vermieter, dass sie das Mietverhältnis nicht fortsetzen wollen, gilt der Eintritt als nicht erfolgt.
Consequence;(3) Ergänzend zu § 543 Abs. 2 Satz 1 Nr. 3 gilt: 1.Im Falle des § 543 Abs. 2 Satz 1 Nr. 3 Buchstabe a ist der rückständige Teil der Miete nur dann als nicht unerheblich anzusehen, wenn er die Miete für einen Monat übersteigt.
Definition;"(2) Ein berechtigtes Interesse des Vermieters an der Beendigung des Mietverhältnisses liegt insbesondere vor, wenn 1.der Mieter seine vertraglichen Pflichten schuldhaft nicht unerheblich verletzt hat, 2.der Vermieter die Räume als Wohnung für sich, seine Familienangehörigen oder Angehörige seines Haushalts benötigt oder 3.der Vermieter durch die Fortsetzung des Mietverhältnisses an einer angemessenen wirtschaftlichen Verwertung des Grundstücks gehindert und dadurch erhebliche Nachteile erleiden würde; die Möglichkeit, durch eine anderweitige Vermietung als Wohnraum eine höhere Miete zu erzielen, bleibt außer Betracht; der Vermieter kann sich auch nicht darauf berufen, dass er die Mieträume im Zusammenhang mit einer beabsichtigten oder nach Überlassung an den Mieter erfolgten Begründung von Wohnungseigentum veräußern will."
Permission;"Haben sich die Umstände verändert, die für die Fortsetzung bestimmend gewesen waren, so kann der Mieter eine Fortsetzung des Mietverhältnisses nur nach § 574 verlangen; unerhebliche Veränderungen bleiben außer Betracht."
Consequence;Anderenfalls gilt das Mietverhältnis als auf unbestimmte Zeit abgeschlossen.
Permission;"(1) Ist Wohnraum mit Rücksicht auf das Bestehen eines Dienstverhältnisses vermietet, so kann der Vermieter nach Beendigung des Dienstverhältnisses abweichend von § 573c Abs. 1 Satz 2 mit folgenden Fristen kündigen: 1.bei Wohnraum, der dem Mieter weniger als zehn Jahre überlassen war, spätestens am dritten Werktag eines Kalendermonats zum Ablauf des übernächsten Monats, wenn der Wohnraum für einen anderen zur Dienstleistung Verpflichteten benötigt wird;2.spätestens am dritten Werktag eines Kalendermonats zum Ablauf dieses Monats, wenn das Dienstverhältnis seiner Art nach die Überlassung von Wohnraum erfordert hat, der in unmittelbarer Beziehung oder Nähe zur Arbeitsstätte steht, und der Wohnraum aus dem gleichen Grund für einen anderen zur Dienstleistung Verpflichteten benötigt wird."
Reference;"(2) Die §§ 574 bis 574c gelten nicht, wenn 1.der Vermieter nach § 576 Abs. 1 Nr. 2 gekündigt hat; 2.der Mieter das Dienstverhältnis gelöst hat, ohne dass ihm von dem Dienstberechtigten gesetzlich begründeter Anlass dazu gegeben war, oder der Mieter durch sein Verhalten dem Dienstberechtigten gesetzlich begründeten Anlass zur Auflösung des Dienstverhältnisses gegeben hat."
Continuation;"Das Gleiche gilt für ein Rechtsgeschäft, das zwischen dem Mieter und dem Vermieter über die Mietforderung vorgenommen wird, insbesondere die Entrichtung der Miete; ein Rechtsgeschäft, das nach dem Übergang des Eigentums vorgenommen wird, ist jedoch unwirksam, wenn der Mieter bei der Vornahme des Rechtsgeschäfts von dem Übergang des Eigentums Kenntnis hat."
Objection;"(1) Bei einem Mietverhältnis über Grundstücke, über Räume, die keine Geschäftsräume sind, ist die ordentliche Kündigung zulässig, 1.wenn die Miete nach Tagen bemessen ist, an jedem Tag zum Ablauf des folgenden Tages;2.wenn die Miete nach Wochen bemessen ist, spätestens am ersten Werktag einer Woche zum Ablauf des folgenden Sonnabends;3.wenn die Miete nach Monaten oder längeren Zeitabschnitten bemessen ist, spätestens am dritten Werktag eines Kalendermonats zum Ablauf des übernächsten Monats, bei einem Mietverhältnis über gewerblich genutzte unbebaute Grundstücke jedoch nur zum Ablauf eines Kalendervierteljahrs."
Objection;"(3) Bei einem Mietverhältnis über bewegliche Sachen ist die ordentliche Kündigung zulässig, 1.wenn die Miete nach Tagen bemessen ist, an jedem Tag zum Ablauf des folgenden Tages;2.wenn die Miete nach längeren Zeitabschnitten bemessen ist, spätestens am dritten Tag vor dem Tag, mit dessen Ablauf das Mietverhältnis enden soll."
Consequence;(1) Übernimmt der Pächter eines Grundstücks das Inventar zum Schätzwert mit der Verpflichtung, es bei Beendigung des Pachtverhältnisses zum Schätzwert zurückzugewähren, so trägt er die Gefahr des zufälligen Untergangs und der zufälligen Verschlechterung des Inventars.
Permission;"Der Verpächter kann die Übernahme derjenigen von dem Pächter angeschafften Inventarstücke ablehnen, welche nach den Regeln einer ordnungsmäßigen Wirtschaft für das Grundstück überflüssig oder zu wertvoll sind; mit der Ablehnung geht das Eigentum an den abgelehnten Stücken auf den Pächter über."
Objection;"(1) Ist bei dem Pachtverhältnis über ein Grundstück oder ein Recht die Pachtzeit nicht bestimmt, so ist die Kündigung nur für den Schluss eines Pachtjahrs zulässig; sie hat spätestens am dritten Werktag des halben Jahres zu erfolgen, mit dessen Ablauf die Pacht enden soll."
Consequence;Wird der Landpachtvertrag für längere Zeit als zwei Jahre nicht in schriftlicher Form geschlossen, so gilt er für unbestimmte Zeit.
Permission;"(2) Weigert sich ein Vertragsteil, bei der Anfertigung einer Beschreibung mitzuwirken, oder ergeben sich bei der Anfertigung Meinungsverschiedenheiten tatsächlicher Art, so kann jeder Vertragsteil verlangen, dass eine Beschreibung durch einen Sachverständigen angefertigt wird, es sei denn, dass seit der Überlassung der Pachtsache mehr als neun Monate oder seit der Beendigung des Pachtverhältnisses mehr als drei Monate verstrichen sind; der Sachverständige wird auf Antrag durch das Landwirtschaftsgericht ernannt."
Consequence;(2) Überlässt der Pächter die Nutzung der Pachtsache einem Dritten, so hat er ein Verschulden, das dem Dritten bei der Nutzung zur Last fällt, zu vertreten, auch wenn der Verpächter die Erlaubnis zur Überlassung erteilt hat.
Consequence;"Ist die Veranlassung für die Sicherheitsleistung weggefallen, so entscheidet auf Antrag das Landwirtschaftsgericht über die Rückgabe der Sicherheit; § 109 der Zivilprozessordnung gilt entsprechend."
Permission;(1) Soweit die Vertragsteile zur außerordentlichen Kündigung eines Landpachtverhältnisses mit der gesetzlichen Frist berechtigt sind, steht ihnen dieses Recht auch nach Verlängerung des Landpachtverhältnisses oder Änderung des Landpachtvertrags zu.
Permission;(2) Auf Antrag eines Vertragsteils kann das Landwirtschaftsgericht Anordnungen über die Abwicklung eines vorzeitig beendeten oder eines teilweise beendeten Landpachtvertrags treffen.
Permission;Wird die Verlängerung eines Landpachtvertrags auf einen Teil der Pachtsache beschränkt, kann das Landwirtschaftsgericht die Pacht für diesen Teil festsetzen.
Duty;(1) Der Pächter ist verpflichtet, die Pachtsache nach Beendigung des Pachtverhältnisses in dem Zustand zurückzugeben, der einer bis zur Rückgabe fortgesetzten ordnungsmäßigen Bewirtschaftung entspricht.
Consequence;(2) Dem Pächter steht wegen seiner Ansprüche gegen den Verpächter ein Zurückbehaltungsrecht am Grundstück nicht zu.
Permission;(3) Hat der Pächter die Nutzung der Pachtsache einem Dritten überlassen, so kann der Verpächter die Sache nach Beendigung des Pachtverhältnisses auch von dem Dritten zurückfordern.
Duty;(1) Endet das Pachtverhältnis im Laufe eines Pachtjahrs, so hat der Verpächter dem Pächter den Wert der noch nicht getrennten, jedoch nach den Regeln einer ordnungsmäßigen Bewirtschaftung vor dem Ende des Pachtjahrs zu trennenden Früchte zu ersetzen.
Duty;Dabei ist das Ernterisiko angemessen zu berücksichtigen.
Duty;(2) Lässt sich der in Absatz 1 bezeichnete Wert aus jahreszeitlich bedingten Gründen nicht feststellen, so hat der Verpächter dem Pächter die Aufwendungen auf diese Früchte insoweit zu ersetzen, als sie einer ordnungsmäßigen Bewirtschaftung entsprechen.
Continuation;(3) Absatz 1 gilt auch für das zum Einschlag vorgesehene, aber noch nicht eingeschlagene Holz.
Duty;Hat der Pächter mehr Holz eingeschlagen, als bei ordnungsmäßiger Nutzung zulässig war, so hat er dem Verpächter den Wert der die normale Nutzung übersteigenden Holzmenge zu ersetzen.
Duty;(1) Der Pächter eines Betriebs hat von den bei Beendigung des Pachtverhältnisses vorhandenen landwirtschaftlichen Erzeugnissen so viel zurückzulassen, wie zur Fortführung der Wirtschaft bis zur nächsten Ernte nötig ist, auch wenn er bei Beginn des Pachtverhältnisses solche Erzeugnisse nicht übernommen hat.
Permission;(2) Soweit der Pächter nach Absatz 1 Erzeugnisse in größerer Menge oder besserer Beschaffenheit zurückzulassen verpflichtet ist, als er bei Beginn des Pachtverhältnisses übernommen hat, kann er vom Verpächter Ersatz des Wertes verlangen.
Permission;Gibt der Pächter den gepachteten Gegenstand nach der Beendigung des Pachtverhältnisses nicht zurück, so kann der Verpächter für die Dauer der Vorenthaltung als Entschädigung die vereinbarte Pacht nach dem Verhältnis verlangen, in dem die Nutzungen, die der Pächter während dieser Zeit gezogen hat oder hätte ziehen können, zu den Nutzungen des ganzen Pachtjahrs stehen.
Consequence;Ist streitig, ob der Vermieter den Gebrauch der Mietsache rechtzeitig gewährt oder die Abhilfe vor Ablauf der hierzu bestimmten Frist bewirkt hat, so trifft ihn die Beweislast.
Permission;(2) Die Landesregierungen werden ermächtigt, Gebiete mit angespannten Wohnungsmärkten durch Rechtsverordnung für die Dauer von höchstens fünf Jahren zu bestimmen.
Consequence;Maßgeblich für die Berechnung der nach § 556d Absatz 1 zulässigen Höhe der zweiten und aller weiteren Mietstaffeln ist statt des Beginns des Mietverhältnisses der Zeitpunkt, zu dem die erste Miete der jeweiligen Mietstaffel fällig wird.
Consequence;(3) Ist die Vorschrift des Absatzes 2 eingehalten, so wird vermutet, dass die im qualifizierten Mietspiegel bezeichneten Entgelte die ortsübliche Vergleichsmiete wiedergeben.
Definition;(3) Der Inhalt von Anordnungen des Landwirtschaftsgerichts gilt unter den Vertragsteilen als Vertragsinhalt.
Consequence;Soweit die Erklärung darauf beruht, dass sich die Betriebskosten rückwirkend erhöht haben, wirkt sie auf den Zeitpunkt der Erhöhung der Betriebskosten, höchstens jedoch auf den Beginn des der Erklärung vorausgehenden Kalenderjahres zurück, sofern der Vermieter die Erklärung innerhalb von drei Monaten nach Kenntnis von der Erhöhung abgibt.
Consequence;(3) Ist eine Beschreibung der genannten Art angefertigt, so wird im Verhältnis der Vertragsteile zueinander vermutet, dass sie richtig ist.
Definition;Im Zweifel gilt das Kalenderjahr als Pachtjahr.
Consequence;Mit der Verjährung des Anspruchs des Vermieters auf Rückgabe der Mietsache verjähren auch seine Ersatzansprüche.
Consequence;(2) Ansprüche des Mieters auf Ersatz von Aufwendungen oder auf Gestattung der Wegnahme einer Einrichtung verjähren in sechs Monaten nach der Beendigung des Mietverhältnisses.
Consequence;Für die Aufstellung der Betriebskosten gilt die Betriebskostenverordnung vom 25. November 2003 (BGBl. I S. 2346, 2347) fort.
Definition;Gebiete mit angespannten Wohnungsmärkten liegen vor, wenn die ausreichende Versorgung der Bevölkerung mit Mietwohnungen in einer Gemeinde oder einem Teil der Gemeinde zu angemessenen Bedingungen besonders gefährdet ist.
Consequence;Bei der Ermittlung der Vormiete unberücksichtigt bleiben Mietminderungen sowie solche Mieterhöhungen, die mit dem vorherigen Mieter innerhalb des letzten Jahres vor Beendigung des Mietverhältnisses vereinbart worden sind.
Duty;Bei der Berechnung nach Satz 1 ist von der ortsüblichen Vergleichsmiete (§ 558 Absatz 2) auszugehen, die bei Beginn des Mietverhältnisses ohne Berücksichtigung der Modernisierung anzusetzen wäre.
Objection;(1) Eine zum Nachteil des Mieters von den Vorschriften dieses Unterkapitels abweichende Vereinbarung ist unwirksam.
Consequence;Die in einer vorangegangenen Mietstaffel wirksam begründete Miethöhe bleibt erhalten.
